"Order Id","Created at","Amount Ex tax","Montant de la taxe",Montant,Rabais,Payé,Remboursé,Modifier,"Sales Person",Till,"Méthode d'expédition","Méthode de paiement",Warehouse,Magasin
300015332,"2016-01-23 07:18:29","23,35 $","3,50 $","26,85 $","0,00 $","26,85 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015333,"2016-01-23 07:23:45","23,35 $","3,50 $","26,85 $","0,00 $","26,85 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
100011340,"2016-01-23 09:27:31","24,00 $","3,59 $","27,59 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015334,"2016-01-23 10:02:48","31,80 $","4,76 $","36,56 $","0,00 $","36,56 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015335,"2016-01-23 12:25:58","16,65 $","2,49 $","19,14 $","0,00 $","19,14 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015336,"2016-01-23 12:26:41","12,45 $","1,86 $","14,31 $","0,00 $","14,31 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015337,"2016-01-24 04:51:05","12,10 $","1,82 $","13,92 $","0,00 $","13,92 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015338,"2016-01-24 06:39:43","23,35 $","3,50 $","26,85 $","0,00 $","26,85 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
100011341,"2016-01-24 07:15:20","43,48 $","6,51 $","49,99 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015339,"2016-01-24 12:11:13","63,10 $","9,45 $","72,55 $","0,00 $","72,55 $",,,,"Gare BSP","Free Shipping","X-POS Master Card","NO Warehouse",xpos
300015340,"2016-01-24 12:12:55","19,85 $","2,97 $","22,82 $","0,00 $","22,82 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
300015341,"2016-01-24 12:15:30","19,85 $","2,97 $","22,82 $","0,00 $","22,82 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015342,"2016-01-24 12:25:56","23,35 $","3,50 $","26,85 $","0,00 $","26,85 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
100011342,"2016-01-24 14:41:26","43,48 $","6,51 $","49,99 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
100011343,"2016-01-24 16:50:45","81,76 $","12,25 $","94,01 $","0,00 $","0,00 $","94,01 $",,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
100011344,"2016-01-25 03:02:59","1 538,10 $","230,34 $","1 768,44 $","0,00 $","0,00 $",,,,,,"Mise en Tentatif","NO Warehouse",Francais
300015343,"2016-01-25 03:05:38","37,95 $","5,69 $","43,64 $","0,00 $","43,64 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
100011345,"2016-01-25 03:06:32","1 079,40 $","161,64 $","1 241,04 $","0,00 $","0,00 $",,,,,,"Mise en Tentatif","NO Warehouse",Francais
100011346,"2016-01-25 06:32:11","43,48 $","6,51 $","49,99 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015344,"2016-01-25 10:29:51","9,45 $","1,41 $","10,86 $","0,00 $","10,86 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015345,"2016-01-25 12:30:56","31,80 $","4,76 $","36,56 $","0,00 $","36,56 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
100011347,"2016-01-25 15:12:30","43,48 $","6,51 $","49,99 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
100011348,"2016-01-25 16:19:34","43,48 $","6,51 $","49,99 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015346,"2016-01-26 02:23:26","20,50 $","3,07 $","23,57 $","0,00 $","23,57 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015347,"2016-01-26 02:28:42","31,80 $","4,76 $","36,56 $","0,00 $","36,56 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015348,"2016-01-26 02:42:27","63,60 $","9,52 $","73,12 $","0,00 $","73,12 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
300015349,"2016-01-26 03:12:37","9,45 $","1,41 $","10,86 $","0,00 $","10,86 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
100011349,"2016-01-26 04:23:40","1 014,20 $","151,88 $","1 166,08 $","0,00 $","0,00 $",,,,,,"Mise en Tentatif","NO Warehouse",Francais
100011350,"2016-01-26 04:59:41","2 916,30 $","436,72 $","3 353,02 $","0,00 $","0,00 $",,,,,,"Mise en Tentatif","NO Warehouse",Francais
300015350,"2016-01-26 05:30:12","43,48 $","6,51 $","49,99 $","0,00 $","49,99 $",,,,"Gare BSP",,"X-POS Visa Payment","NO Warehouse",xpos
300015351,"2016-01-26 05:45:01","9,85 $","1,47 $","11,32 $","0,00 $","11,32 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015352,"2016-01-26 05:46:40","11,55 $","1,73 $","13,28 $","0,00 $","13,28 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015353,"2016-01-26 05:58:06","16,00 $","2,40 $","18,40 $","0,00 $","18,40 $",,,,"Gare BSP","Free Shipping","X-POS Master Card","NO Warehouse",xpos
300015354,"2016-01-26 07:51:40","23,70 $","3,55 $","27,25 $","0,00 $","27,25 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
100011351,"2016-01-26 11:30:37","65,22 $","9,77 $","74,99 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015355,"2016-01-26 13:53:40","31,20 $","4,67 $","35,87 $","0,00 $","35,87 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
100011352,"2016-01-27 03:39:39","1 685,10 $","252,35 $","1 937,45 $","0,00 $","0,00 $",,,,,,"Mise en Tentatif","NO Warehouse",Francais
100011353,"2016-01-27 04:09:39","43,48 $","6,51 $","49,99 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015356,"2016-01-27 05:03:25","250,80 $","37,56 $","288,36 $","0,00 $","288,36 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015357,"2016-01-27 05:13:17","44,90 $","6,73 $","51,63 $","0,00 $","52,00 $",,"0,37 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015358,"2016-01-27 08:39:18","19,50 $","2,93 $","22,43 $","0,00 $","22,43 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
300015359,"2016-01-27 08:42:52","23,35 $","3,50 $","26,85 $","0,00 $","26,85 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
300015360,"2016-01-27 13:02:53","22,00 $","3,29 $","25,29 $","0,00 $","25,29 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
300015361,"2016-01-28 02:27:06","31,80 $","4,76 $","36,56 $","0,00 $","37,00 $",,"0,44 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015362,"2016-01-28 02:39:27","31,80 $","4,76 $","36,56 $","0,00 $","36,56 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015363,"2016-01-28 02:44:10","23,35 $","3,50 $","26,85 $","0,00 $","26,85 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
300015364,"2016-01-28 02:49:18","101,00 $","15,12 $","116,12 $","0,00 $","116,15 $",,"0,03 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
100011354,"2016-01-28 02:56:22","43,48 $","6,51 $","49,99 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015365,"2016-01-28 05:44:12","5,22 $","0,78 $","6,00 $","0,00 $","6,00 $","6,00 $",,,"Service a Bord","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015366,"2016-01-28 05:44:53","6,96 $","1,04 $","8,00 $","0,00 $","8,00 $","8,00 $",,,"Service a Bord","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015367,"2016-01-28 05:53:18","6,25 $","0,93 $","7,18 $","0,00 $","7,20 $",,"0,02 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015368,"2016-01-28 07:02:25","66,35 $","9,94 $","76,29 $","0,00 $","80,50 $",,"4,21 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015369,"2016-01-28 08:59:54","5,22 $","0,78 $","6,00 $","0,00 $","6,00 $","6,00 $",,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015370,"2016-01-28 09:00:25","6,96 $","1,04 $","8,00 $","0,00 $","8,00 $","8,00 $",,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
100011355,"2016-01-28 09:29:14","1 743,00 $","261,01 $","2 004,01 $","0,00 $","0,00 $",,,,,,"Mise en Tentatif","NO Warehouse",Francais
100011356,"2016-01-28 09:31:15","2 863,00 $","428,73 $","3 291,73 $","0,00 $","0,00 $",,,,,,"Mise en Tentatif","NO Warehouse",Francais
300015371,"2016-01-28 10:20:11","68,70 $","10,29 $","78,99 $","0,00 $","78,99 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
300015372,"2016-01-28 14:08:22","24,45 $","3,66 $","28,11 $","0,00 $","28,11 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
100011357,"2016-01-28 14:34:52","43,48 $","6,51 $","49,99 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015373,"2016-01-29 06:58:58","118,85 $","17,80 $","136,65 $","0,00 $","146,00 $",,"9,35 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015374,"2016-01-29 07:02:43","31,80 $","4,76 $","36,56 $","0,00 $","36,56 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015375,"2016-01-29 07:15:49","118,85 $","17,80 $","136,65 $","0,00 $","136,65 $",,,,"Gare BSP","Free Shipping","X-POS Master Card","NO Warehouse",xpos
300015376,"2016-01-29 07:19:30","23,35 $","3,50 $","26,85 $","0,00 $","26,85 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015377,"2016-01-29 07:31:09","63,10 $","9,45 $","72,55 $","0,00 $","72,55 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015378,"2016-01-29 09:03:17","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $","5,24 $",,,"Service a Bord","Free Shipping","Facturation / Entente de Crédit","NO Warehouse",xpos
300015379,"2016-01-29 09:12:33","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $",,,,"Gare BSP","Free Shipping","Facturation / Entente de Crédit","NO Warehouse",xpos
300015380,"2016-01-29 09:13:10","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $",,,,"Gare BSP","Free Shipping","Facturation / Entente de Crédit","NO Warehouse",xpos
300015381,"2016-01-29 09:13:44","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $",,,,"Gare BSP","Free Shipping","Facturation / Entente de Crédit","NO Warehouse",xpos
300015382,"2016-01-29 09:14:39","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $","5,24 $",,,"Gare BSP","Free Shipping","Facturation / Entente de Crédit","NO Warehouse",xpos
300015383,"2016-01-29 09:26:13","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $",,,,"Gare BSP","Free Shipping","Facturation / Entente de Crédit","NO Warehouse",xpos
300015384,"2016-01-29 09:27:51","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $",,,,"Gare BSP","Free Shipping","Facturation / Entente de Crédit","NO Warehouse",xpos
300015385,"2016-01-29 09:28:30","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $",,,,"Gare BSP","Free Shipping","Facturation / Entente de Crédit","NO Warehouse",xpos
300015386,"2016-01-29 09:29:10","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $",,,,"Gare BSP","Free Shipping","Facturation / Entente de Crédit","NO Warehouse",xpos
300015387,"2016-01-29 09:29:53","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $",,,,"Gare BSP","Free Shipping","Facturation / Entente de Crédit","NO Warehouse",xpos
300015388,"2016-01-29 09:32:02","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $",,,,"Gare BSP","Free Shipping","Facturation / Entente de Crédit","NO Warehouse",xpos
300015389,"2016-01-29 09:33:36","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $",,,,"Gare BSP","Free Shipping","Facturation / Entente de Crédit","NO Warehouse",xpos
300015390,"2016-01-29 09:34:10","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $",,,,"Gare BSP","Free Shipping","Facturation / Entente de Crédit","NO Warehouse",xpos
300015391,"2016-01-29 09:35:01","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $",,,,"Gare BSP","Free Shipping","Facturation / Entente de Crédit","NO Warehouse",xpos
300015392,"2016-01-29 09:36:01","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $",,,,"Gare BSP","Free Shipping","Facturation / Entente de Crédit","NO Warehouse",xpos
300015393,"2016-01-29 09:39:02","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $",,,,"Gare BSP","Free Shipping","Facturation / Entente de Crédit","NO Warehouse",xpos
300015394,"2016-01-29 09:39:33","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $",,,,"Gare BSP","Free Shipping","Facturation / Entente de Crédit","NO Warehouse",xpos
300015395,"2016-01-29 09:40:04","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $",,,,"Gare BSP","Free Shipping","Facturation / Entente de Crédit","NO Warehouse",xpos
300015396,"2016-01-29 09:40:40","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $",,,,"Gare BSP","Free Shipping","Facturation / Entente de Crédit","NO Warehouse",xpos
300015397,"2016-01-29 09:41:35","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $",,,,"Gare BSP","Free Shipping","Facturation / Entente de Crédit","NO Warehouse",xpos
300015398,"2016-01-29 09:42:08","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $",,,,"Gare BSP","Free Shipping","Facturation / Entente de Crédit","NO Warehouse",xpos
300015399,"2016-01-29 09:45:44","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $",,,,"Gare BSP","Free Shipping","Facturation / Entente de Crédit","NO Warehouse",xpos
300015400,"2016-01-29 10:16:50","27,40 $","4,10 $","31,50 $","0,00 $","31,50 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015401,"2016-01-29 10:55:03","11,70 $","1,76 $","13,46 $","0,00 $","13,46 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015402,"2016-01-29 12:30:13","13,15 $","1,97 $","15,12 $","0,00 $","15,12 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015403,"2016-01-29 12:31:51","19,85 $","2,97 $","22,82 $","0,00 $","22,82 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015404,"2016-01-29 12:33:23","21,05 $","3,15 $","24,20 $","0,00 $","25,00 $",,"0,80 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015405,"2016-01-29 14:07:08","10,35 $","1,55 $","11,90 $","0,00 $","11,90 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015406,"2016-01-30 03:40:50","6,09 $","0,91 $","7,00 $","0,00 $","7,00 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015407,"2016-01-30 03:42:10","6,09 $","0,91 $","7,00 $","0,00 $","7,00 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015408,"2016-01-30 03:43:39","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015409,"2016-01-30 03:44:24","6,09 $","0,91 $","7,00 $","0,00 $","7,00 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015410,"2016-01-30 03:53:31","9,12 $","1,37 $","10,49 $","0,00 $","10,49 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
300015411,"2016-01-30 03:56:29","6,09 $","0,91 $","7,00 $","0,00 $","7,00 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015412,"2016-01-30 03:57:17","6,09 $","0,91 $","7,00 $","0,00 $","7,00 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015413,"2016-01-30 03:59:58","6,09 $","0,91 $","7,00 $","0,00 $","7,00 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
100011358,"2016-01-30 04:42:50","92,20 $","13,81 $","106,01 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015414,"2016-01-30 05:05:13","37,40 $","5,60 $","43,00 $","0,00 $","43,00 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
100011359,"2016-01-30 09:50:54","122,64 $","18,36 $","141,00 $","0,00 $","0,00 $","141,00 $",,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
100011360,"2016-01-30 11:46:36","225,20 $","33,72 $","258,92 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015415,"2016-01-31 03:29:47","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
300015416,"2016-01-31 03:42:05","6,09 $","0,91 $","7,00 $","0,00 $","7,00 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015417,"2016-01-31 03:45:55","6,09 $","0,91 $","7,00 $","0,00 $","7,00 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
100011361,"2016-01-31 04:10:35","161,30 $","24,16 $","185,46 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
100011362,"2016-01-31 04:15:36","164,30 $","24,61 $","188,91 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015418,"2016-01-31 07:31:13","23,35 $","3,50 $","26,85 $","0,00 $","26,85 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015419,"2016-01-31 07:36:55","8,60 $","1,29 $","9,89 $","0,00 $","9,89 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015420,"2016-01-31 10:44:06","84,05 $","12,58 $","96,63 $","0,00 $","96,63 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015421,"2016-01-31 12:12:23","12,45 $","1,86 $","14,31 $","0,00 $","14,31 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015422,"2016-01-31 12:24:20","23,35 $","3,50 $","26,85 $","0,00 $","26,85 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
300015423,"2016-02-01 02:44:18","21,05 $","3,15 $","24,20 $","0,00 $","25,00 $",,"0,80 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015424,"2016-02-01 05:23:03","63,10 $","9,45 $","72,55 $","0,00 $","72,55 $",,,,"Gare BSP","Free Shipping","X-POS Master Card","NO Warehouse",xpos
300015425,"2016-02-01 06:09:47","26,30 $","3,94 $","30,24 $","0,00 $","30,24 $",,,,"Gare BSP","Free Shipping","X-POS Master Card","NO Warehouse",xpos
300015426,"2016-02-01 11:13:07","25,10 $","3,76 $","28,86 $","0,00 $","28,86 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015427,"2016-02-02 02:22:27","31,80 $","4,76 $","36,56 $","0,00 $","36,56 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015428,"2016-02-02 03:00:20","37,95 $","5,69 $","43,64 $","0,00 $","43,64 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
300015429,"2016-02-02 03:14:09","31,80 $","4,76 $","36,56 $","0,00 $","40,00 $",,"3,44 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015430,"2016-02-02 05:54:49","12,10 $","1,82 $","13,92 $","0,00 $","13,92 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015431,"2016-02-02 06:13:11","101,00 $","15,12 $","116,12 $","0,00 $","116,12 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015432,"2016-02-02 07:14:47","19,85 $","2,97 $","22,82 $","0,00 $","22,82 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
100011363,"2016-02-02 08:40:31","390,25 $","58,44 $","448,69 $","0,00 $","0,00 $",,,,,,"Facturation / Entente de Crédit","NO Warehouse",Francais
300015433,"2016-02-02 08:53:46","12,45 $","1,86 $","14,31 $","0,00 $","14,31 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015434,"2016-02-02 09:35:27","17,20 $","2,58 $","19,78 $","0,00 $","19,78 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
300015435,"2016-02-02 09:47:51","48,00 $","7,19 $","55,19 $","0,00 $","55,19 $",,,,"Gare BSP",,"X-POS Cash","NO Warehouse",xpos
300015436,"2016-02-02 13:42:42","18,50 $","2,78 $","21,28 $","0,00 $","21,28 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015437,"2016-02-02 14:15:30","10,35 $","1,55 $","11,90 $","0,00 $","11,90 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015438,"2016-02-03 02:23:46","19,85 $","2,97 $","22,82 $","0,00 $","22,82 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015439,"2016-02-03 03:33:16","5,35 $","0,80 $","6,15 $","0,00 $","6,15 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
100011364,"2016-02-03 04:57:04","81,76 $","12,25 $","94,01 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015440,"2016-02-03 05:37:54","23,35 $","3,50 $","26,85 $","0,00 $","26,85 $",,,,"Gare BSP","Free Shipping","X-POS Master Card","NO Warehouse",xpos
300015441,"2016-02-03 07:11:30","37,40 $","5,60 $","43,00 $","0,00 $","43,00 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015442,"2016-02-03 07:36:49","37,40 $","5,60 $","43,00 $","0,00 $","43,00 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
300015443,"2016-02-03 07:44:26","31,90 $","4,78 $","36,68 $","0,00 $","40,00 $",,"3,32 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015444,"2016-02-03 07:58:46","14,25 $","2,13 $","16,38 $","0,00 $","20,00 $",,"3,62 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
100011365,"2016-02-03 10:42:11","81,76 $","12,25 $","94,01 $","0,00 $","0,00 $","94,01 $",,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015445,"2016-02-03 13:44:38","6,25 $","0,93 $","7,18 $","0,00 $","7,18 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015446,"2016-02-04 02:38:36","73,70 $","11,04 $","84,74 $","0,00 $","100,00 $",,"15,26 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015447,"2016-02-04 02:41:41","19,85 $","2,97 $","22,82 $","0,00 $","23,00 $",,"0,18 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015448,"2016-02-04 04:14:24","21,80 $","3,26 $","25,06 $","0,00 $","25,06 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
100011366,"2016-02-04 04:15:06","92,20 $","13,81 $","106,01 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
100011367,"2016-02-04 06:12:35","1 245,00 $","186,44 $","1 431,44 $","0,00 $","0,00 $",,,,,,"Mise en Tentatif","NO Warehouse",Francais
100011368,"2016-02-04 06:16:56","12,00 $","1,80 $","13,80 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015449,"2016-02-04 07:07:17","23,35 $","3,50 $","26,85 $","0,00 $","26,85 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015450,"2016-02-04 07:19:46","8,65 $","1,29 $","9,94 $","0,00 $","9,94 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015451,"2016-02-04 07:24:49","24,75 $","3,71 $","28,46 $","0,00 $","28,46 $",,,,"Gare BSP","Free Shipping","X-POS Master Card","NO Warehouse",xpos
300015452,"2016-02-04 07:27:47","37,40 $","5,60 $","43,00 $","0,00 $","45,00 $",,"2,00 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015453,"2016-02-04 08:17:38","19,85 $","2,97 $","22,82 $","0,00 $","23,00 $",,"0,18 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015454,"2016-02-04 09:19:11","15,10 $","2,27 $","17,37 $","0,00 $","20,00 $",,"2,63 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015455,"2016-02-04 10:10:05","36,60 $","5,48 $","42,08 $","0,00 $","60,00 $",,"17,92 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
100011369,"2016-02-04 10:39:16","518,45 $","77,64 $","596,09 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015456,"2016-02-04 11:30:35","16,65 $","2,49 $","19,14 $","0,00 $","19,14 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
100011370,"2016-02-04 11:55:55","75,90 $","11,37 $","87,27 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015457,"2016-02-04 12:04:04","63,10 $","9,45 $","72,55 $","0,00 $","72,55 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
300015458,"2016-02-04 12:20:59","31,80 $","4,76 $","36,56 $","0,00 $","36,56 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015459,"2016-02-04 12:23:02","19,85 $","2,97 $","22,82 $","0,00 $","22,82 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
