"Order Id","Created at","Amount Ex tax","Montant de la taxe",Montant,Rabais,Payé,Remboursé,Modifier,"Sales Person",Till,"Méthode d'expédition","Méthode de paiement",Warehouse,Magasin
100011371,"2016-02-04 17:57:57","81,76 $","12,25 $","94,01 $","0,00 $","0,00 $","94,01 $",,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015460,"2016-02-05 02:34:10","11,70 $","1,76 $","13,46 $","0,00 $","20,00 $",,"6,54 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
100011372,"2016-02-05 05:02:17","24,00 $","3,59 $","27,59 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
100011373,"2016-02-05 05:13:46","91,30 $","13,68 $","104,98 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015461,"2016-02-05 06:16:54","101,00 $","15,12 $","116,12 $","0,00 $","120,00 $",,"3,88 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015462,"2016-02-05 06:21:32","63,10 $","9,45 $","72,55 $","0,00 $","72,55 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
300015463,"2016-02-05 07:08:54","37,40 $","5,60 $","43,00 $","0,00 $","50,00 $",,"7,00 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015464,"2016-02-05 09:30:00","101,00 $","15,12 $","116,12 $","0,00 $","116,12 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
100011374,"2016-02-05 09:41:31","3 701,25 $","554,26 $","4 255,51 $","0,00 $","0,00 $",,,,,,"Mise en Tentatif","NO Warehouse",Francais
300015465,"2016-02-05 11:02:41","12,45 $","1,86 $","14,31 $","0,00 $","14,31 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015466,"2016-02-05 12:27:07","37,40 $","5,60 $","43,00 $","0,00 $","43,00 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
300015467,"2016-02-05 12:33:58","24,00 $","3,59 $","27,59 $","0,00 $","27,59 $",,,,"Gare BSP",,"X-POS Interact","NO Warehouse",xpos
100011375,"2016-02-05 13:29:08","81,76 $","12,25 $","94,01 $","0,00 $","0,00 $","94,01 $",,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015468,"2016-02-06 03:36:26","4,56 $","0,68 $","5,24 $","0,00 $","10,00 $",,"4,76 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015469,"2016-02-06 03:38:27","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015470,"2016-02-06 03:52:26","9,12 $","1,37 $","10,49 $","0,00 $","10,49 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015471,"2016-02-06 03:53:39","6,09 $","0,91 $","7,00 $","0,00 $","20,00 $",,"13,00 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015472,"2016-02-06 03:55:38","6,09 $","0,91 $","7,00 $","0,00 $","20,00 $",,"13,00 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015473,"2016-02-06 03:56:41","6,09 $","0,91 $","7,00 $","0,00 $","7,00 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015474,"2016-02-06 03:58:27","6,09 $","0,91 $","7,00 $","0,00 $","20,00 $",,"13,00 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
100011376,"2016-02-06 04:36:56","24,00 $","3,59 $","27,59 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
100011377,"2016-02-06 05:00:36","24,00 $","3,59 $","27,59 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
100011378,"2016-02-06 06:34:56","24,00 $","3,59 $","27,59 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015475,"2016-02-06 07:17:11","13,65 $","2,04 $","15,69 $","0,00 $","20,00 $",,"4,31 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015476,"2016-02-06 12:14:28","23,35 $","3,50 $","26,85 $","0,00 $","26,85 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015477,"2016-02-06 12:26:21","37,40 $","5,60 $","43,00 $","0,00 $","43,00 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
100011379,"2016-02-06 16:21:09","81,76 $","12,25 $","94,01 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015478,"2016-02-07 03:03:17","37,40 $","5,60 $","43,00 $","0,00 $","43,00 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015479,"2016-02-07 03:44:16","4,56 $","0,68 $","5,24 $","0,00 $","20,00 $",,"14,76 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015480,"2016-02-07 03:45:02","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015481,"2016-02-07 03:49:58","6,09 $","0,91 $","7,00 $","0,00 $","7,00 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015482,"2016-02-07 03:56:00","9,12 $","1,37 $","10,49 $","0,00 $","10,49 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015483,"2016-02-07 03:56:48","4,56 $","0,68 $","5,24 $","0,00 $","20,00 $",,"14,76 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
100011380,"2016-02-07 05:23:43","43,48 $","6,51 $","49,99 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015484,"2016-02-07 07:18:34","19,85 $","2,97 $","22,82 $","0,00 $","22,82 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015485,"2016-02-07 08:12:47","31,80 $","4,76 $","36,56 $","0,00 $","36,56 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
100011381,"2016-02-07 09:15:22","92,20 $","13,81 $","106,01 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015486,"2016-02-07 09:24:22","23,35 $","3,50 $","26,85 $","0,00 $","26,85 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015487,"2016-02-07 10:53:00","23,35 $","3,50 $","26,85 $","0,00 $","26,85 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
300015488,"2016-02-07 12:24:06","31,80 $","4,76 $","36,56 $","0,00 $","36,56 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015489,"2016-02-07 13:38:56","11,55 $","1,73 $","13,28 $","0,00 $","13,28 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
100011382,"2016-02-08 05:36:59","1 604,05 $","240,20 $","1 844,25 $","0,00 $","0,00 $",,,,,,"Mise en Tentatif","NO Warehouse",Francais
300015490,"2016-02-08 06:53:59","23,35 $","3,50 $","26,85 $","0,00 $","40,00 $",,"13,15 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015491,"2016-02-08 06:58:14","19,85 $","2,97 $","22,82 $","0,00 $","24,00 $",,"1,18 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
100011383,"2016-02-08 07:02:03","40,00 $","5,99 $","45,99 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015492,"2016-02-08 07:40:20","31,80 $","4,76 $","36,56 $","0,00 $","40,00 $",,"3,44 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015493,"2016-02-08 12:18:39","23,35 $","3,50 $","26,85 $","0,00 $","26,85 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015494,"2016-02-09 02:10:52","15,05 $","2,25 $","17,30 $","0,00 $","17,30 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
300015495,"2016-02-09 02:14:34","19,85 $","2,97 $","22,82 $","0,00 $","22,82 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
100011384,"2016-02-09 03:44:21","92,20 $","13,81 $","106,01 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015496,"2016-02-09 05:56:14","71,00 $","10,63 $","81,63 $","0,00 $","81,63 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
300015497,"2016-02-09 11:29:51","14,00 $","2,10 $","16,10 $","0,00 $","16,10 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015498,"2016-02-09 12:06:56","17,60 $","2,64 $","20,24 $","0,00 $","20,24 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015499,"2016-02-09 12:25:26","23,35 $","3,50 $","26,85 $","0,00 $","26,85 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015500,"2016-02-09 12:34:41","23,35 $","3,50 $","26,85 $","0,00 $","26,85 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
300015501,"2016-02-09 13:56:32","74,25 $","11,12 $","85,37 $","0,00 $","85,37 $",,,,"Gare BSP","Free Shipping","X-POS Master Card","NO Warehouse",xpos
100011385,"2016-02-09 14:42:03","122,64 $","18,36 $","141,00 $","0,00 $","0,00 $","141,00 $",,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
100011386,"2016-02-09 18:42:48","65,22 $","9,77 $","74,99 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015502,"2016-02-10 02:38:04","31,80 $","4,76 $","36,56 $","0,00 $","36,56 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
100011387,"2016-02-10 03:54:15","1 604,05 $","240,20 $","1 844,25 $","0,00 $","0,00 $",,,,,,"Mise en Tentatif","NO Warehouse",Francais
300015503,"2016-02-10 05:13:46","11,55 $","1,73 $","13,28 $","0,00 $","20,00 $",,"6,72 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015504,"2016-02-10 05:50:24","15,80 $","2,37 $","18,17 $","0,00 $","18,17 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015505,"2016-02-10 06:43:30","23,35 $","3,50 $","26,85 $","0,00 $","26,85 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015506,"2016-02-10 06:46:30","19,85 $","2,97 $","22,82 $","0,00 $","22,82 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
100011388,"2016-02-10 13:47:47","81,76 $","12,25 $","94,01 $","0,00 $","0,00 $","94,01 $",,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015507,"2016-02-10 14:00:18","19,50 $","2,93 $","22,43 $","0,00 $","22,43 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
100011389,"2016-02-10 15:54:38","233,20 $","34,92 $","268,12 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015508,"2016-02-11 02:18:15","37,40 $","5,60 $","43,00 $","0,00 $","43,00 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015509,"2016-02-11 02:21:31","31,80 $","4,76 $","36,56 $","0,00 $","40,00 $",,"3,44 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015510,"2016-02-11 02:31:54","19,85 $","2,97 $","22,82 $","0,00 $","22,82 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015511,"2016-02-11 02:43:13","31,80 $","4,76 $","36,56 $","0,00 $","36,56 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
300015512,"2016-02-11 02:46:37","31,80 $","4,76 $","36,56 $","0,00 $","40,00 $",,"3,44 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
100011390,"2016-02-11 09:15:22","81,76 $","12,25 $","94,01 $","0,00 $","0,00 $","94,01 $",,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015513,"2016-02-11 09:22:29","16,85 $","2,52 $","19,37 $","0,00 $","19,37 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015514,"2016-02-11 10:37:08","16,65 $","2,49 $","19,14 $","0,00 $","20,00 $",,"0,86 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015515,"2016-02-11 12:22:11","63,60 $","9,52 $","73,12 $","0,00 $","73,12 $",,,,"Gare BSP","Free Shipping","X-POS Master Card","NO Warehouse",xpos
300015516,"2016-02-11 14:22:01","12,45 $","1,86 $","14,31 $","0,00 $","20,00 $",,"5,69 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015517,"2016-02-12 02:35:36","19,85 $","2,97 $","22,82 $","0,00 $","25,00 $",,"2,18 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015518,"2016-02-12 06:35:40","37,40 $","5,60 $","43,00 $","0,00 $","43,00 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
300015519,"2016-02-12 07:21:22","60,80 $","9,10 $","69,90 $","0,00 $","80,00 $",,"10,10 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015520,"2016-02-12 08:39:09","107,15 $","16,05 $","123,20 $","0,00 $","123,20 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015521,"2016-02-12 12:04:33","37,40 $","5,60 $","43,00 $","0,00 $","43,00 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015522,"2016-02-12 12:28:13","13,15 $","1,97 $","15,12 $","0,00 $","15,12 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015523,"2016-02-12 12:31:26","21,05 $","3,15 $","24,20 $","0,00 $","25,00 $",,"0,80 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015524,"2016-02-12 12:35:02","50,10 $","7,51 $","57,61 $","0,00 $","60,00 $",,"2,39 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
100011391,"2016-02-12 14:00:52","81,76 $","12,25 $","94,01 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015525,"2016-02-12 14:11:07","10,30 $","1,55 $","11,85 $","0,00 $","22,00 $",,"10,15 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015526,"2016-02-13 03:37:30","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015527,"2016-02-13 03:39:02","6,09 $","0,91 $","7,00 $","0,00 $","7,00 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015528,"2016-02-13 03:53:07","6,09 $","0,91 $","7,00 $","0,00 $","10,00 $",,"3,00 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015529,"2016-02-13 04:39:11","23,35 $","3,50 $","26,85 $","0,00 $","26,85 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
100011392,"2016-02-13 04:43:06","43,48 $","6,51 $","49,99 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015530,"2016-02-13 06:23:41","23,35 $","3,50 $","26,85 $","0,00 $","26,85 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015531,"2016-02-13 07:19:32","37,40 $","5,60 $","43,00 $","0,00 $","43,00 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015532,"2016-02-13 07:20:09","10,00 $","1,50 $","11,50 $","0,00 $","11,50 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015533,"2016-02-13 07:32:20","81,76 $","12,25 $","94,01 $","0,00 $","94,01 $",,,,"Gare BSP",,"X-POS Visa Payment","NO Warehouse",xpos
100011393,"2016-02-13 08:35:57","81,76 $","12,25 $","94,01 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015534,"2016-02-13 10:34:30","16,65 $","2,49 $","19,14 $","0,00 $","19,14 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015535,"2016-02-13 12:28:20","19,85 $","2,97 $","22,82 $","0,00 $","22,82 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
100011394,"2016-02-13 15:41:54","40,88 $","6,12 $","47,00 $","0,00 $","0,00 $","47,00 $",,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015536,"2016-02-14 03:29:59","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015537,"2016-02-14 03:53:17","4,56 $","0,68 $","5,24 $","0,00 $","10,00 $",,"4,76 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015538,"2016-02-14 03:54:23","6,09 $","0,91 $","7,00 $","0,00 $","20,00 $",,"13,00 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015539,"2016-02-14 03:59:19","6,09 $","0,91 $","7,00 $","0,00 $","7,00 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015540,"2016-02-14 04:00:02","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015541,"2016-02-14 04:00:42","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015542,"2016-02-14 04:01:13","4,56 $","0,68 $","5,24 $","0,00 $","5,24 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015543,"2016-02-14 06:48:17","23,35 $","3,50 $","26,85 $","0,00 $","26,85 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015544,"2016-02-14 07:11:18","13,65 $","2,04 $","15,69 $","0,00 $","15,69 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015545,"2016-02-14 07:12:47","74,25 $","11,12 $","85,37 $","0,00 $","85,37 $",,,,"Gare BSP","Free Shipping","X-POS Master Card","NO Warehouse",xpos
300015546,"2016-02-14 12:23:54","19,85 $","2,97 $","22,82 $","0,00 $","22,82 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015547,"2016-02-14 12:25:04","31,80 $","4,76 $","36,56 $","0,00 $","36,56 $",,,,"Gare BSP","Free Shipping","X-POS Master Card","NO Warehouse",xpos
300015548,"2016-02-14 12:27:06","19,85 $","2,97 $","22,82 $","0,00 $","22,82 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015549,"2016-02-15 02:33:15","37,40 $","5,60 $","43,00 $","0,00 $","43,00 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015550,"2016-02-15 05:06:07","31,80 $","4,76 $","36,56 $","0,00 $","36,56 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
100011395,"2016-02-15 06:47:27","43,48 $","6,51 $","49,99 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015551,"2016-02-15 07:06:20","23,35 $","3,50 $","26,85 $","0,00 $","26,85 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
300015552,"2016-02-15 07:18:04","74,25 $","11,12 $","85,37 $","0,00 $","90,00 $",,"4,63 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015553,"2016-02-15 07:21:31","19,85 $","2,97 $","22,82 $","0,00 $","25,00 $",,"2,18 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
100011396,"2016-02-15 07:35:43","154,30 $","23,11 $","177,41 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
100011397,"2016-02-15 07:48:31","154,30 $","23,11 $","177,41 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
100011398,"2016-02-15 08:21:40","151,30 $","22,66 $","173,96 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015554,"2016-02-15 10:19:54","9,45 $","1,41 $","10,86 $","0,00 $","10,86 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
200000125,"2016-02-15 10:47:51","168,60 $","25,25 $","193,85 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",English
100011399,"2016-02-15 12:31:29","43,48 $","6,51 $","49,99 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015555,"2016-02-15 12:59:21","19,85 $","2,97 $","22,82 $","0,00 $","22,82 $",,,,"Gare BSP","Free Shipping","X-POS Master Card","NO Warehouse",xpos
100011400,"2016-02-15 16:37:13","130,44 $","19,53 $","149,97 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
100011401,"2016-02-15 17:17:02","43,48 $","6,51 $","49,99 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
100011402,"2016-02-15 19:00:37","122,64 $","18,36 $","141,00 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
100011403,"2016-02-16 04:32:19","43,48 $","6,51 $","49,99 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
100011404,"2016-02-16 05:14:15","2 863,00 $","428,73 $","3 291,73 $","0,00 $","0,00 $",,,,,,"Mise en Tentatif","NO Warehouse",Francais
100011405,"2016-02-16 05:20:34","1 743,00 $","261,01 $","2 004,01 $","0,00 $","0,00 $",,,,,,"Mise en Tentatif","NO Warehouse",Francais
300015556,"2016-02-16 05:42:27","23,35 $","3,50 $","26,85 $","0,00 $","26,85 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
100011406,"2016-02-16 06:28:43","168,60 $","25,25 $","193,85 $","0,00 $","0,00 $",,,,,,"Mise en Tentatif","NO Warehouse",Francais
100011407,"2016-02-16 06:33:04","108,60 $","16,26 $","124,86 $","0,00 $","0,00 $",,,,,,"Mise en Tentatif","NO Warehouse",Francais
300015557,"2016-02-16 06:43:05","74,25 $","11,12 $","85,37 $","0,00 $","85,37 $",,,,"Gare BSP","Free Shipping","X-POS Master Card","NO Warehouse",xpos
100011408,"2016-02-16 14:45:11","40,00 $","5,99 $","45,99 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015558,"2016-02-17 02:20:32","31,80 $","4,76 $","36,56 $","0,00 $","40,00 $",,"3,44 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015559,"2016-02-17 02:33:16","31,80 $","4,76 $","36,56 $","0,00 $","40,00 $",,"3,44 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015560,"2016-02-17 04:53:29","10,35 $","1,55 $","11,90 $","0,00 $","11,90 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015561,"2016-02-17 05:28:37","124,20 $","18,60 $","142,80 $","0,00 $","142,80 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
100011409,"2016-02-17 06:53:07","81,76 $","12,25 $","94,01 $","0,00 $","0,00 $","94,01 $",,,,,"Facturation / Entente de Crédit","NO Warehouse",Francais
300015562,"2016-02-17 07:12:13","23,35 $","3,50 $","26,85 $","0,00 $","26,85 $",,,,"Gare BSP","Free Shipping","X-POS Interact","NO Warehouse",xpos
300015563,"2016-02-17 07:16:08","37,40 $","5,60 $","43,00 $","0,00 $","43,00 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
100011410,"2016-02-17 07:35:23","43,48 $","6,51 $","49,99 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
100011411,"2016-02-17 08:10:28","40,00 $","5,99 $","45,99 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015564,"2016-02-17 11:26:18","22,95 $","3,44 $","26,39 $","0,00 $","26,39 $",,,,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
200000126,"2016-02-17 14:24:41","254,60 $","38,13 $","292,73 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",English
300015565,"2016-02-18 02:25:46","19,85 $","2,97 $","22,82 $","0,00 $","23,00 $",,"0,18 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015566,"2016-02-18 02:35:58","31,80 $","4,76 $","36,56 $","0,00 $","40,00 $",,"3,44 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
100011412,"2016-02-18 05:31:21","86,96 $","13,02 $","99,98 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015567,"2016-02-18 06:40:56","38,35 $","5,75 $","44,10 $","0,00 $","44,10 $",,,,"Gare BSP","Free Shipping","X-POS Master Card","NO Warehouse",xpos
300015568,"2016-02-18 06:55:29","13,65 $","2,04 $","15,69 $","0,00 $","20,00 $",,"4,31 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
300015569,"2016-02-18 07:06:43","37,40 $","5,60 $","43,00 $","0,00 $","43,00 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
300015570,"2016-02-18 07:27:10","31,80 $","4,76 $","36,56 $","0,00 $","36,56 $",,,,"Gare BSP","Free Shipping","X-POS Master Card","NO Warehouse",xpos
100011413,"2016-02-18 08:20:18","24,00 $","3,59 $","27,59 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
100011414,"2016-02-18 08:25:44","97,30 $","14,58 $","111,88 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015571,"2016-02-18 11:23:24","63,10 $","9,45 $","72,55 $","0,00 $","72,55 $",,,,"Gare BSP","Free Shipping","X-POS Visa Payment","NO Warehouse",xpos
300015572,"2016-02-19 02:27:57","31,80 $","4,76 $","36,56 $","0,00 $","40,00 $",,"3,44 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
100011415,"2016-02-19 09:04:46","43,48 $","6,51 $","49,99 $","0,00 $","0,00 $",,,,,,"Optimal Payments (Hosted)","NO Warehouse",Francais
300015573,"2016-02-19 10:19:09","19,25 $","2,88 $","22,13 $","0,00 $","50,13 $",,"28,00 $",,"Gare BSP","Free Shipping","X-POS Cash","NO Warehouse",xpos
