attribute_set,available_for,name,theme_bg,allerretour,category_ids,depart,destination,price,websites,sku,typebillet,theme_color,description,short_description,image,status,store,visibility
barcodeticket,Children,Billet Québec - Beaupré Aller simple-7 à 17 ans,qcbspreg,Aller simple,3,Québec,Beaupré, 7.83  $ ,base,navmmobsaregall-0717,Navette,0,Billet Québec - Beaupré Aller simple-7 à 17 ans,7 à 17 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Québec - Petite-Rivière Aller simple-26 à 64 ans,qcbspreg,Aller simple,3,Québec,Petite-Rivière, 33.92  $ ,base,navmmoprsregall-2664,Navette,0,Billet Québec - Petite-Rivière Aller simple-26 à 64 ans,26 à 64 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Québec - Petite-Rivière Aller simple-65 ans et +,qcbspreg,Aller simple,3,Québec,Petite-Rivière, 31.31  $ ,base,navmmoprsregall-6599,Navette,0,Billet Québec - Petite-Rivière Aller simple-65 ans et +,65 ans et +,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Québec - Petite-Rivière Aller simple-18 à 25 ans,qcbspreg,Aller simple,3,Québec,Petite-Rivière, 26.96  $ ,base,navmmoprsregall-1825,Navette,0,Billet Québec - Petite-Rivière Aller simple-18 à 25 ans,18 à 25 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Québec - Petite-Rivière Aller simple-7 à 17 ans,qcbspreg,Aller simple,3,Québec,Petite-Rivière, 17.40  $ ,base,navmmoprsregall-0717,Navette,0,Billet Québec - Petite-Rivière Aller simple-7 à 17 ans,7 à 17 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Québec - Baie-St-Paul Aller simple-26 à 64 ans,qcbspreg,Aller simple,3,Québec,Baie-St-Paul, 46.10  $ ,base,navmmobspregall-2664,Navette,0,Billet Québec - Baie-St-Paul Aller simple-26 à 64 ans,26 à 64 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Québec - Baie-St-Paul Aller simple-65 ans et +,qcbspreg,Aller simple,3,Québec,Baie-St-Paul, 43.49  $ ,base,navmmobspregall-6599,Navette,0,Billet Québec - Baie-St-Paul Aller simple-65 ans et +,65 ans et +,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Québec - Baie-St-Paul Aller simple-18 à 25 ans,qcbspreg,Aller simple,3,Québec,Baie-St-Paul, 36.53  $ ,base,navmmobspregall-1825,Navette,0,Billet Québec - Baie-St-Paul Aller simple-18 à 25 ans,18 à 25 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Québec - Baie-St-Paul Aller simple-7 à 17 ans,qcbspreg,Aller simple,3,Québec,Baie-St-Paul, 23.48  $ ,base,navmmobspregall-0717,Navette,0,Billet Québec - Baie-St-Paul Aller simple-7 à 17 ans,7 à 17 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Baie-St-Paul - Les Éboulements Aller-retour-26 à 64 ans,bspmalreg,Aller-retour,3,Baie-St-Paul,Les Éboulements, 21.73  $ ,base,navbspsjoregret-2664,Navette,0,Billet Baie-St-Paul - Les Éboulements Aller-retour-26 à 64 ans,26 à 64 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Baie-St-Paul - Les Éboulements Aller-retour-65 ans et +,bspmalreg,Aller-retour,3,Baie-St-Paul,Les Éboulements, 19.99  $ ,base,navbspsjoregret-6599,Navette,0,Billet Baie-St-Paul - Les Éboulements Aller-retour-65 ans et +,65 ans et +,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Baie-St-Paul - Les Éboulements Aller-retour-18 à 25 ans,bspmalreg,Aller-retour,3,Baie-St-Paul,Les Éboulements, 17.39  $ ,base,navbspsjoregret-1825,Navette,0,Billet Baie-St-Paul - Les Éboulements Aller-retour-18 à 25 ans,18 à 25 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Baie-St-Paul - Les Éboulements Aller-retour-7 à 17 ans,bspmalreg,Aller-retour,3,Baie-St-Paul,Les Éboulements, 11.30  $ ,base,navbspsjoregret-0717,Navette,0,Billet Baie-St-Paul - Les Éboulements Aller-retour-7 à 17 ans,7 à 17 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Baie-St-Paul - St-Irénée Aller-retour-26 à 64 ans,bspmalreg,Aller-retour,3,Baie-St-Paul,St-Irénée, 30.43  $ ,base,navbspstiregret-2664,Navette,0,Billet Baie-St-Paul - St-Irénée Aller-retour-26 à 64 ans,26 à 64 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Baie-St-Paul - St-Irénée Aller-retour-65 ans et +,bspmalreg,Aller-retour,3,Baie-St-Paul,St-Irénée, 27.82  $ ,base,navbspstiregret-6599,Navette,0,Billet Baie-St-Paul - St-Irénée Aller-retour-65 ans et +,65 ans et +,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Baie-St-Paul - St-Irénée Aller-retour-18 à 25 ans,bspmalreg,Aller-retour,3,Baie-St-Paul,St-Irénée, 24.34  $ ,base,navbspstiregret-1825,Navette,0,Billet Baie-St-Paul - St-Irénée Aller-retour-18 à 25 ans,18 à 25 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Baie-St-Paul - St-Irénée Aller-retour-7 à 17 ans,bspmalreg,Aller-retour,3,Baie-St-Paul,St-Irénée, 15.65  $ ,base,navbspstiregret-0717,Navette,0,Billet Baie-St-Paul - St-Irénée Aller-retour-7 à 17 ans,7 à 17 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Baie-St-Paul - La Malbaie Aller-retour-26 à 64 ans,bspmalreg,Aller-retour,3,Baie-St-Paul,La Malbaie, 34.78  $ ,base,navbspmalregret-2664,Navette,0,Billet Baie-St-Paul - La Malbaie Aller-retour-26 à 64 ans,26 à 64 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Baie-St-Paul - La Malbaie Aller-retour-65 ans et +,bspmalreg,Aller-retour,3,Baie-St-Paul,La Malbaie, 32.17  $ ,base,navbspmalregret-6599,Navette,0,Billet Baie-St-Paul - La Malbaie Aller-retour-65 ans et +,65 ans et +,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Baie-St-Paul - La Malbaie Aller-retour-18 à 25 ans,bspmalreg,Aller-retour,3,Baie-St-Paul,La Malbaie, 27.82  $ ,base,navbspmalregret-1825,Navette,0,Billet Baie-St-Paul - La Malbaie Aller-retour-18 à 25 ans,18 à 25 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Baie-St-Paul - La Malbaie Aller-retour-7 à 17 ans,bspmalreg,Aller-retour,3,Baie-St-Paul,La Malbaie, 17.39  $ ,base,navbspmalregret-0717,Navette,0,Billet Baie-St-Paul - La Malbaie Aller-retour-7 à 17 ans,7 à 17 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Les Éboulements - St-Irénée Aller-retour-26 à 64 ans,bspmalreg,Aller-retour,3,Les Éboulements,St-Irénée, 21.73  $ ,base,navsjostiregret-2664,Navette,0,Billet Les Éboulements - St-Irénée Aller-retour-26 à 64 ans,26 à 64 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Les Éboulements - St-Irénée Aller-retour-65 ans et +,bspmalreg,Aller-retour,3,Les Éboulements,St-Irénée, 19.99  $ ,base,navsjostiregret-6599,Navette,0,Billet Les Éboulements - St-Irénée Aller-retour-65 ans et +,65 ans et +,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Les Éboulements - St-Irénée Aller-retour-18 à 25 ans,bspmalreg,Aller-retour,3,Les Éboulements,St-Irénée, 17.39  $ ,base,navsjostiregret-1825,Navette,0,Billet Les Éboulements - St-Irénée Aller-retour-18 à 25 ans,18 à 25 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Les Éboulements - St-Irénée Aller-retour-7 à 17 ans,bspmalreg,Aller-retour,3,Les Éboulements,St-Irénée, 11.30  $ ,base,navsjostiregret-0717,Navette,0,Billet Les Éboulements - St-Irénée Aller-retour-7 à 17 ans,7 à 17 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Les Éboulements - La Malbaie Aller-retour-26 à 64 ans,bspmalreg,Aller-retour,3,Les Éboulements,La Malbaie, 30.43  $ ,base,navsjomalregret-2664,Navette,0,Billet Les Éboulements - La Malbaie Aller-retour-26 à 64 ans,26 à 64 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Les Éboulements - La Malbaie Aller-retour-65 ans et +,bspmalreg,Aller-retour,3,Les Éboulements,La Malbaie, 27.82  $ ,base,navsjomalregret-6599,Navette,0,Billet Les Éboulements - La Malbaie Aller-retour-65 ans et +,65 ans et +,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Les Éboulements - La Malbaie Aller-retour-18 à 25 ans,bspmalreg,Aller-retour,3,Les Éboulements,La Malbaie, 24.34  $ ,base,navsjomalregret-1825,Navette,0,Billet Les Éboulements - La Malbaie Aller-retour-18 à 25 ans,18 à 25 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Les Éboulements - La Malbaie Aller-retour-7 à 17 ans,bspmalreg,Aller-retour,3,Les Éboulements,La Malbaie, 15.65  $ ,base,navsjomalregret-0717,Navette,0,Billet Les Éboulements - La Malbaie Aller-retour-7 à 17 ans,7 à 17 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Les Éboulements - Baie-St-Paul Aller-retour-26 à 64 ans,malbspreg,Aller-retour,3,Les Éboulements,Baie-St-Paul, 21.73  $ ,base,navsjobspregret-2664,Navette,0,Billet Les Éboulements - Baie-St-Paul Aller-retour-26 à 64 ans,26 à 64 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Les Éboulements - Baie-St-Paul Aller-retour-65 ans et +,malbspreg,Aller-retour,3,Les Éboulements,Baie-St-Paul, 19.99  $ ,base,navsjobspregret-6599,Navette,0,Billet Les Éboulements - Baie-St-Paul Aller-retour-65 ans et +,65 ans et +,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Les Éboulements - Baie-St-Paul Aller-retour-18 à 25 ans,malbspreg,Aller-retour,3,Les Éboulements,Baie-St-Paul, 17.39  $ ,base,navsjobspregret-1825,Navette,0,Billet Les Éboulements - Baie-St-Paul Aller-retour-18 à 25 ans,18 à 25 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Les Éboulements - Baie-St-Paul Aller-retour-7 à 17 ans,malbspreg,Aller-retour,3,Les Éboulements,Baie-St-Paul, 11.30  $ ,base,navsjobspregret-0717,Navette,0,Billet Les Éboulements - Baie-St-Paul Aller-retour-7 à 17 ans,7 à 17 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet St-Irénée - La Malbaie Aller-retour-26 à 64 ans,bspmalreg,Aller-retour,3,St-Irénée,La Malbaie, 21.73  $ ,base,navstimalregret-2664,Navette,0,Billet St-Irénée - La Malbaie Aller-retour-26 à 64 ans,26 à 64 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet St-Irénée - La Malbaie Aller-retour-65 ans et +,bspmalreg,Aller-retour,3,St-Irénée,La Malbaie, 19.99  $ ,base,navstimalregret-6599,Navette,0,Billet St-Irénée - La Malbaie Aller-retour-65 ans et +,65 ans et +,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet St-Irénée - La Malbaie Aller-retour-18 à 25 ans,bspmalreg,Aller-retour,3,St-Irénée,La Malbaie, 17.39  $ ,base,navstimalregret-1825,Navette,0,Billet St-Irénée - La Malbaie Aller-retour-18 à 25 ans,18 à 25 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet St-Irénée - La Malbaie Aller-retour-7 à 17 ans,bspmalreg,Aller-retour,3,St-Irénée,La Malbaie, 11.30  $ ,base,navstimalregret-0717,Navette,0,Billet St-Irénée - La Malbaie Aller-retour-7 à 17 ans,7 à 17 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet St-Irénée - Les Éboulements Aller-retour-26 à 64 ans,malbspreg,Aller-retour,3,St-Irénée,Les Éboulements, 21.73  $ ,base,navstisjoregret-2664,Navette,0,Billet St-Irénée - Les Éboulements Aller-retour-26 à 64 ans,26 à 64 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet St-Irénée - Les Éboulements Aller-retour-65 ans et +,malbspreg,Aller-retour,3,St-Irénée,Les Éboulements, 19.99  $ ,base,navstisjoregret-6599,Navette,0,Billet St-Irénée - Les Éboulements Aller-retour-65 ans et +,65 ans et +,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet St-Irénée - Les Éboulements Aller-retour-18 à 25 ans,malbspreg,Aller-retour,3,St-Irénée,Les Éboulements, 17.39  $ ,base,navstisjoregret-1825,Navette,0,Billet St-Irénée - Les Éboulements Aller-retour-18 à 25 ans,18 à 25 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet St-Irénée - Les Éboulements Aller-retour-7 à 17 ans,malbspreg,Aller-retour,3,St-Irénée,Les Éboulements, 11.30  $ ,base,navstisjoregret-0717,Navette,0,Billet St-Irénée - Les Éboulements Aller-retour-7 à 17 ans,7 à 17 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet St-Irénée - Baie-St-Paul Aller-retour-26 à 64 ans,malbspreg,Aller-retour,3,St-Irénée,Baie-St-Paul, 30.43  $ ,base,navstibspregret-2664,Navette,0,Billet St-Irénée - Baie-St-Paul Aller-retour-26 à 64 ans,26 à 64 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet St-Irénée - Baie-St-Paul Aller-retour-65 ans et +,malbspreg,Aller-retour,3,St-Irénée,Baie-St-Paul, 27.82  $ ,base,navstibspregret-6599,Navette,0,Billet St-Irénée - Baie-St-Paul Aller-retour-65 ans et +,65 ans et +,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet St-Irénée - Baie-St-Paul Aller-retour-18 à 25 ans,malbspreg,Aller-retour,3,St-Irénée,Baie-St-Paul, 24.34  $ ,base,navstibspregret-1825,Navette,0,Billet St-Irénée - Baie-St-Paul Aller-retour-18 à 25 ans,18 à 25 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet St-Irénée - Baie-St-Paul Aller-retour-7 à 17 ans,malbspreg,Aller-retour,3,St-Irénée,Baie-St-Paul, 15.65  $ ,base,navstibspregret-0717,Navette,0,Billet St-Irénée - Baie-St-Paul Aller-retour-7 à 17 ans,7 à 17 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet La Malbaie - St-Irénée Aller-retour-26 à 64 ans,malbspreg,Aller-retour,3,La Malbaie,St-Irénée, 21.73  $ ,base,navmalstiregret-2664,Navette,0,Billet La Malbaie - St-Irénée Aller-retour-26 à 64 ans,26 à 64 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet La Malbaie - St-Irénée Aller-retour-65 ans et +,malbspreg,Aller-retour,3,La Malbaie,St-Irénée, 19.99  $ ,base,navmalstiregret-6599,Navette,0,Billet La Malbaie - St-Irénée Aller-retour-65 ans et +,65 ans et +,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet La Malbaie - St-Irénée Aller-retour-18 à 25 ans,malbspreg,Aller-retour,3,La Malbaie,St-Irénée, 17.39  $ ,base,navmalstiregret-1825,Navette,0,Billet La Malbaie - St-Irénée Aller-retour-18 à 25 ans,18 à 25 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet La Malbaie - St-Irénée Aller-retour-7 à 17 ans,malbspreg,Aller-retour,3,La Malbaie,St-Irénée, 11.30  $ ,base,navmalstiregret-0717,Navette,0,Billet La Malbaie - St-Irénée Aller-retour-7 à 17 ans,7 à 17 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet La Malbaie - Les Éboulements Aller-retour-26 à 64 ans,malbspreg,Aller-retour,3,La Malbaie,Les Éboulements, 30.43  $ ,base,navmalsjoregret-2664,Navette,0,Billet La Malbaie - Les Éboulements Aller-retour-26 à 64 ans,26 à 64 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet La Malbaie - Les Éboulements Aller-retour-65 ans et +,malbspreg,Aller-retour,3,La Malbaie,Les Éboulements, 27.82  $ ,base,navmalsjoregret-6599,Navette,0,Billet La Malbaie - Les Éboulements Aller-retour-65 ans et +,65 ans et +,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet La Malbaie - Les Éboulements Aller-retour-18 à 25 ans,malbspreg,Aller-retour,3,La Malbaie,Les Éboulements, 24.34  $ ,base,navmalsjoregret-1825,Navette,0,Billet La Malbaie - Les Éboulements Aller-retour-18 à 25 ans,18 à 25 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet La Malbaie - Les Éboulements Aller-retour-7 à 17 ans,malbspreg,Aller-retour,3,La Malbaie,Les Éboulements, 15.65  $ ,base,navmalsjoregret-0717,Navette,0,Billet La Malbaie - Les Éboulements Aller-retour-7 à 17 ans,7 à 17 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet La Malbaie - Baie-St-Paul Aller-retour-26 à 64 ans,malbspreg,Aller-retour,3,La Malbaie,Baie-St-Paul, 34.78  $ ,base,navmalbspregret-2664,Navette,0,Billet La Malbaie - Baie-St-Paul Aller-retour-26 à 64 ans,26 à 64 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet La Malbaie - Baie-St-Paul Aller-retour-65 ans et +,malbspreg,Aller-retour,3,La Malbaie,Baie-St-Paul, 32.17  $ ,base,navmalbspregret-6599,Navette,0,Billet La Malbaie - Baie-St-Paul Aller-retour-65 ans et +,65 ans et +,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet La Malbaie - Baie-St-Paul Aller-retour-18 à 25 ans,malbspreg,Aller-retour,3,La Malbaie,Baie-St-Paul, 27.82  $ ,base,navmalbspregret-1825,Navette,0,Billet La Malbaie - Baie-St-Paul Aller-retour-18 à 25 ans,18 à 25 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet La Malbaie - Baie-St-Paul Aller-retour-7 à 17 ans,malbspreg,Aller-retour,3,La Malbaie,Baie-St-Paul, 17.39  $ ,base,navmalbspregret-0717,Navette,0,Billet La Malbaie - Baie-St-Paul Aller-retour-7 à 17 ans,7 à 17 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Baie-St-Paul - Petite-Rivière Aller-retour-26 à 64 ans,bspqcreg,Aller-retour,3,Baie-St-Paul,Petite-Rivière, 21.73  $ ,base,navbspprsregret-2664,Navette,0,Billet Baie-St-Paul - Petite-Rivière Aller-retour-26 à 64 ans,26 à 64 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Baie-St-Paul - Petite-Rivière Aller-retour-65 ans et +,bspqcreg,Aller-retour,3,Baie-St-Paul,Petite-Rivière, 19.99  $ ,base,navbspprsregret-6599,Navette,0,Billet Baie-St-Paul - Petite-Rivière Aller-retour-65 ans et +,65 ans et +,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Baie-St-Paul - Petite-Rivière Aller-retour-18 à 25 ans,bspqcreg,Aller-retour,3,Baie-St-Paul,Petite-Rivière, 17.39  $ ,base,navbspprsregret-1825,Navette,0,Billet Baie-St-Paul - Petite-Rivière Aller-retour-18 à 25 ans,18 à 25 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Baie-St-Paul - Petite-Rivière Aller-retour-7 à 17 ans,bspqcreg,Aller-retour,3,Baie-St-Paul,Petite-Rivière, 11.30  $ ,base,navbspprsregret-0717,Navette,0,Billet Baie-St-Paul - Petite-Rivière Aller-retour-7 à 17 ans,7 à 17 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Baie-St-Paul - Beaupré Aller-retour-26 à 64 ans,bspqcreg,Aller-retour,3,Baie-St-Paul,Beaupré, 47.83  $ ,base,navbspbsaregret-2664,Navette,0,Billet Baie-St-Paul - Beaupré Aller-retour-26 à 64 ans,26 à 64 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Baie-St-Paul - Beaupré Aller-retour-65 ans et +,bspqcreg,Aller-retour,3,Baie-St-Paul,Beaupré, 45.22  $ ,base,navbspbsaregret-6599,Navette,0,Billet Baie-St-Paul - Beaupré Aller-retour-65 ans et +,65 ans et +,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Baie-St-Paul - Beaupré Aller-retour-18 à 25 ans,bspqcreg,Aller-retour,3,Baie-St-Paul,Beaupré, 38.26  $ ,base,navbspbsaregret-1825,Navette,0,Billet Baie-St-Paul - Beaupré Aller-retour-18 à 25 ans,18 à 25 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Baie-St-Paul - Beaupré Aller-retour-7 à 17 ans,bspqcreg,Aller-retour,3,Baie-St-Paul,Beaupré, 24.34  $ ,base,navbspbsaregret-0717,Navette,0,Billet Baie-St-Paul - Beaupré Aller-retour-7 à 17 ans,7 à 17 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Baie-St-Paul - Québec Aller-retour-26 à 64 ans,bspqcreg,Aller-retour,3,Baie-St-Paul,Québec, 65.22  $ ,base,navbspmmoregret-2664,Navette,0,Billet Baie-St-Paul - Québec Aller-retour-26 à 64 ans,26 à 64 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Baie-St-Paul - Québec Aller-retour-65 ans et +,bspqcreg,Aller-retour,3,Baie-St-Paul,Québec, 62.61  $ ,base,navbspmmoregret-6599,Navette,0,Billet Baie-St-Paul - Québec Aller-retour-65 ans et +,65 ans et +,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Baie-St-Paul - Québec Aller-retour-18 à 25 ans,bspqcreg,Aller-retour,3,Baie-St-Paul,Québec, 52.18  $ ,base,navbspmmoregret-1825,Navette,0,Billet Baie-St-Paul - Québec Aller-retour-18 à 25 ans,18 à 25 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Baie-St-Paul - Québec Aller-retour-7 à 17 ans,bspqcreg,Aller-retour,3,Baie-St-Paul,Québec, 33.04  $ ,base,navbspmmoregret-0717,Navette,0,Billet Baie-St-Paul - Québec Aller-retour-7 à 17 ans,7 à 17 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Petite-Rivière - Baie-St-Paul Aller-retour-26 à 64 ans,qcbspreg,Aller-retour,3,Petite-Rivière,Baie-St-Paul, 21.73  $ ,base,navprsbspregret-2664,Navette,0,Billet Petite-Rivière - Baie-St-Paul Aller-retour-26 à 64 ans,26 à 64 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Petite-Rivière - Baie-St-Paul Aller-retour-65 ans et +,qcbspreg,Aller-retour,3,Petite-Rivière,Baie-St-Paul, 19.99  $ ,base,navprsbspregret-6599,Navette,0,Billet Petite-Rivière - Baie-St-Paul Aller-retour-65 ans et +,65 ans et +,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Petite-Rivière - Baie-St-Paul Aller-retour-18 à 25 ans,qcbspreg,Aller-retour,3,Petite-Rivière,Baie-St-Paul, 17.39  $ ,base,navprsbspregret-1825,Navette,0,Billet Petite-Rivière - Baie-St-Paul Aller-retour-18 à 25 ans,18 à 25 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Petite-Rivière - Baie-St-Paul Aller-retour-7 à 17 ans,qcbspreg,Aller-retour,3,Petite-Rivière,Baie-St-Paul, 11.30  $ ,base,navprsbspregret-0717,Navette,0,Billet Petite-Rivière - Baie-St-Paul Aller-retour-7 à 17 ans,7 à 17 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Petite-Rivière - Beaupré Aller-retour-26 à 64 ans,bspqcreg,Aller-retour,3,Petite-Rivière,Beaupré, 30.43  $ ,base,navprsbsaregret-2664,Navette,0,Billet Petite-Rivière - Beaupré Aller-retour-26 à 64 ans,26 à 64 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Petite-Rivière - Beaupré Aller-retour-65 ans et +,bspqcreg,Aller-retour,3,Petite-Rivière,Beaupré, 27.82  $ ,base,navprsbsaregret-6599,Navette,0,Billet Petite-Rivière - Beaupré Aller-retour-65 ans et +,65 ans et +,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Petite-Rivière - Beaupré Aller-retour-18 à 25 ans,bspqcreg,Aller-retour,3,Petite-Rivière,Beaupré, 24.34  $ ,base,navprsbsaregret-1825,Navette,0,Billet Petite-Rivière - Beaupré Aller-retour-18 à 25 ans,18 à 25 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Petite-Rivière - Beaupré Aller-retour-7 à 17 ans,bspqcreg,Aller-retour,3,Petite-Rivière,Beaupré, 15.65  $ ,base,navprsbsaregret-0717,Navette,0,Billet Petite-Rivière - Beaupré Aller-retour-7 à 17 ans,7 à 17 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Petite-Rivière - Québec Aller-retour-26 à 64 ans,bspqcreg,Aller-retour,3,Petite-Rivière,Québec, 47.83  $ ,base,navprsmmoregret-2664,Navette,0,Billet Petite-Rivière - Québec Aller-retour-26 à 64 ans,26 à 64 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Petite-Rivière - Québec Aller-retour-65 ans et +,bspqcreg,Aller-retour,3,Petite-Rivière,Québec, 45.22  $ ,base,navprsmmoregret-6599,Navette,0,Billet Petite-Rivière - Québec Aller-retour-65 ans et +,65 ans et +,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Petite-Rivière - Québec Aller-retour-18 à 25 ans,bspqcreg,Aller-retour,3,Petite-Rivière,Québec, 38.26  $ ,base,navprsmmoregret-1825,Navette,0,Billet Petite-Rivière - Québec Aller-retour-18 à 25 ans,18 à 25 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Petite-Rivière - Québec Aller-retour-7 à 17 ans,bspqcreg,Aller-retour,3,Petite-Rivière,Québec, 24.34  $ ,base,navprsmmoregret-0717,Navette,0,Billet Petite-Rivière - Québec Aller-retour-7 à 17 ans,7 à 17 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Beaupré - Baie-St-Paul Aller-retour-26 à 64 ans,qcbspreg,Aller-retour,3,Beaupré,Baie-St-Paul, 47.83  $ ,base,navbsabspregret-2664,Navette,0,Billet Beaupré - Baie-St-Paul Aller-retour-26 à 64 ans,26 à 64 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Beaupré - Baie-St-Paul Aller-retour-65 ans et +,qcbspreg,Aller-retour,3,Beaupré,Baie-St-Paul, 45.22  $ ,base,navbsabspregret-6599,Navette,0,Billet Beaupré - Baie-St-Paul Aller-retour-65 ans et +,65 ans et +,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Beaupré - Baie-St-Paul Aller-retour-18 à 25 ans,qcbspreg,Aller-retour,3,Beaupré,Baie-St-Paul, 38.26  $ ,base,navbsabspregret-1825,Navette,0,Billet Beaupré - Baie-St-Paul Aller-retour-18 à 25 ans,18 à 25 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Beaupré - Baie-St-Paul Aller-retour-7 à 17 ans,qcbspreg,Aller-retour,3,Beaupré,Baie-St-Paul, 24.34  $ ,base,navbsabspregret-0717,Navette,0,Billet Beaupré - Baie-St-Paul Aller-retour-7 à 17 ans,7 à 17 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Beaupré - Petite-Rivière Aller-retour-26 à 64 ans,qcbspreg,Aller-retour,3,Beaupré,Petite-Rivière, 30.43  $ ,base,navbsaprsregret-2664,Navette,0,Billet Beaupré - Petite-Rivière Aller-retour-26 à 64 ans,26 à 64 ans,/b/s/bspmalreg.png,,,
